time,Time,Humudity,Temp
59:19.1,4:59:19,44,22
59:29.6,4:59:30,44,22
59:40.2,4:59:40,44,22
59:50.7,4:59:51,44,22
00:01.3,5:00:01,44,22
00:11.8,5:00:12,44,22
00:22.4,5:00:22,44,22
00:43.4,5:00:43,44,22
00:54.0,5:00:54,44,22
01:04.5,5:01:05,44,22
01:15.1,5:01:15,44,22
01:25.6,5:01:26,44,22
01:36.1,5:01:36,44,22
01:46.7,5:01:47,44,22
01:57.2,5:01:57,44,22
02:07.7,5:02:08,44,22
02:18.3,5:02:18,44,22
02:28.8,5:02:29,44,22
03:00.4,5:03:00,44,22
03:21.5,5:03:22,44,22
03:32.0,5:03:32,44,22
03:42.6,5:03:43,44,22
03:53.1,5:03:53,44,22
04:03.7,5:04:04,44,22
04:14.2,5:04:14,44,22
04:24.7,5:04:25,44,22
04:35.3,5:04:35,44,22
04:45.8,5:04:46,44,22
05:06.9,5:05:07,44,22
05:17.4,5:05:17,44,22
05:28.0,5:05:28,44,22
05:38.5,5:05:39,44,22
05:49.1,5:05:49,44,22
06:10.1,5:06:10,44,22
06:20.7,5:06:21,44,22
06:31.2,5:06:31,44,22
06:41.7,5:06:42,44,22
07:02.8,5:07:03,44,22
07:23.9,5:07:24,44,22
07:34.4,5:07:34,44,22
07:45.0,5:07:45,44,22
07:55.5,5:07:56,44,22
08:06.0,5:08:06,44,22
08:16.6,5:08:17,44,22
08:27.1,5:08:27,44,22
08:37.7,5:08:38,44,22
08:48.2,5:08:48,44,22
08:58.8,5:08:59,44,22
09:09.3,5:09:09,44,22
09:19.8,5:09:20,44,22
09:40.9,5:09:41,44,22
09:51.4,5:09:51,44,22
10:02.0,5:10:02,44,22
10:12.5,5:10:13,44,22
10:33.6,5:10:34,44,22
10:44.1,5:10:44,44,22
10:54.7,5:10:55,44,22
11:05.2,5:11:05,44,22
11:15.7,5:11:16,44,22
11:26.3,5:11:26,44,22
11:36.8,5:11:37,44,22
11:47.3,5:11:47,44,22
11:57.9,5:11:58,44,22
12:08.4,5:12:08,44,22
12:19.0,5:12:19,44,22
12:40.0,5:12:40,44,22
12:50.6,5:12:51,44,22
13:01.1,5:13:01,44,22
13:11.6,5:13:12,44,22
13:22.2,5:13:22,44,22
13:32.7,5:13:33,44,22
13:43.3,5:13:43,44,22
13:53.8,5:13:54,44,22
14:04.3,5:14:04,44,22
14:14.9,5:14:15,44,22
14:25.4,5:14:25,44,22
14:35.9,5:14:36,44,22
14:46.5,5:14:46,44,22
15:07.6,5:15:08,44,22
15:18.1,5:15:18,44,22
15:28.6,5:15:29,44,22
15:39.2,5:15:39,44,22
15:49.7,5:15:50,44,22
16:00.3,5:16:00,44,22
16:10.8,5:16:11,44,22
16:21.3,5:16:21,44,22
16:31.9,5:16:32,44,22
16:42.4,5:16:42,44,22
16:53.0,5:16:53,44,22
17:03.5,5:17:04,44,22
17:14.0,5:17:14,44,22
17:24.6,5:17:25,44,22
17:35.1,5:17:35,44,22
17:45.7,5:17:46,44,22
17:56.2,5:17:56,44,22
18:17.3,5:18:17,44,22
18:38.3,5:18:38,44,22
18:59.4,5:18:59,44,22
19:10.0,5:19:10,44,22
19:20.5,5:19:21,44,22
19:31.0,5:19:31,44,22
19:41.6,5:19:42,44,22
19:52.1,5:19:52,44,22
20:23.7,5:20:24,44,22
20:34.3,5:20:34,44,22
20:55.3,5:20:55,44,22
21:05.9,5:21:06,44,22
21:16.4,5:21:16,44,22
21:26.9,5:21:27,44,22
21:37.5,5:21:37,44,22
21:48.0,5:21:48,44,22
21:58.6,5:21:59,44,22
22:09.1,5:22:09,44,22
22:19.7,5:22:20,44,22
22:30.2,5:22:30,44,22
22:40.7,5:22:41,44,22
22:51.3,5:22:51,44,22
23:01.8,5:23:02,44,22
23:12.4,5:23:12,44,22
23:22.9,5:23:23,44,22
23:33.4,5:23:33,44,22
23:44.0,5:23:44,44,22
23:54.5,5:23:55,44,22
24:05.1,5:24:05,44,22
24:15.6,5:24:16,44,22
24:26.1,5:24:26,44,22
24:36.7,5:24:37,44,22
24:47.2,5:24:47,44,22
24:57.8,5:24:58,44,22
25:08.3,5:25:08,44,22
25:18.8,5:25:19,44,22
25:29.4,5:25:29,44,22
25:39.9,5:25:40,44,22
26:01.0,5:26:01,44,22
26:11.5,5:26:12,44,22
26:22.1,5:26:22,44,22
26:32.6,5:26:33,44,22
26:43.1,5:26:43,44,22
26:53.7,5:26:54,44,22
27:04.2,5:27:04,44,22
27:14.8,5:27:15,44,22
27:25.3,5:27:25,44,22
27:35.8,5:27:36,44,22
27:56.9,5:27:57,44,22
28:07.4,5:28:07,44,22
28:18.0,5:28:18,44,22
28:28.5,5:28:29,44,22
28:49.6,5:28:50,44,22
29:00.1,5:29:00,44,22
29:10.7,5:29:11,44,22
29:21.2,5:29:21,44,22
29:31.8,5:29:32,44,22
29:42.3,5:29:42,44,22
29:52.8,5:29:53,44,22
30:03.4,5:30:03,44,22
30:13.9,5:30:14,44,22
30:24.5,5:30:24,44,22
30:35.0,5:30:35,44,22
30:45.5,5:30:46,44,22
30:56.1,5:30:56,44,22
31:06.6,5:31:07,44,22
31:17.2,5:31:17,44,22
31:27.7,5:31:28,44,22
31:48.8,5:31:49,44,22
31:59.3,5:31:59,44,22
32:09.9,5:32:10,44,22
32:20.4,5:32:20,44,22
32:30.9,5:32:31,44,22
32:41.5,5:32:41,44,22
32:52.0,5:32:52,44,22
33:02.6,5:33:03,44,22
33:13.1,5:33:13,44,22
33:23.6,5:33:24,44,22
33:34.2,5:33:34,44,22
33:44.7,5:33:45,44,22
33:55.3,5:33:55,44,22
34:05.8,5:34:06,44,22
34:16.3,5:34:16,44,22
34:26.9,5:34:27,44,22
34:37.4,5:34:37,44,22
34:48.0,5:34:48,44,22
34:58.5,5:34:59,44,22
35:30.1,5:35:30,44,22
35:40.7,5:35:41,44,22
35:51.2,5:35:51,44,22
36:01.7,5:36:02,44,22
36:12.3,5:36:12,44,22
36:22.8,5:36:23,44,22
36:43.9,5:36:44,44,22
36:54.4,5:36:54,44,22
37:15.5,5:37:16,44,22
37:26.1,5:37:26,44,22
37:36.6,5:37:37,44,22
37:47.1,5:37:47,44,22
37:57.7,5:37:58,44,22
38:18.8,5:38:19,44,22
38:29.3,5:38:29,44,22
38:39.8,5:38:40,44,22
38:50.4,5:38:50,44,22
39:11.4,5:39:11,44,22
39:22.0,5:39:22,44,22
39:32.5,5:39:33,44,22
39:43.1,5:39:43,44,22
39:53.6,5:39:54,44,22
40:04.1,5:40:04,44,22
40:14.7,5:40:15,44,22
40:25.2,5:40:25,44,22
40:35.8,5:40:36,44,22
40:46.3,5:40:46,44,22
40:56.8,5:40:57,44,22
41:17.9,5:41:18,44,22
41:28.5,5:41:28,44,22
41:39.0,5:41:39,44,22
41:49.5,5:41:50,44,22
42:00.1,5:42:00,44,22
42:10.6,5:42:11,44,22
42:21.2,5:42:21,44,22
42:31.7,5:42:32,44,22
42:42.2,5:42:42,44,22
42:52.8,5:42:53,44,22
43:03.3,5:43:03,44,22
43:13.8,5:43:14,44,22
43:24.4,5:43:24,44,22
43:34.9,5:43:35,44,22
43:45.5,5:43:45,44,22
43:56.0,5:43:56,44,22
44:06.5,5:44:07,44,22
44:17.1,5:44:17,44,21
44:27.6,5:44:28,44,22
44:38.2,5:44:38,44,22
44:48.7,5:44:49,44,22
44:59.2,5:44:59,43,22
45:09.8,5:45:10,44,21
45:20.3,5:45:20,43,22
45:30.9,5:45:31,43,22
45:41.4,5:45:41,44,22
45:51.9,5:45:52,44,22
46:02.5,5:46:02,44,22
46:13.0,5:46:13,44,21
46:23.6,5:46:24,44,22
46:44.6,5:46:45,44,21
46:55.2,5:46:55,44,22
47:05.7,5:47:06,44,22
47:16.2,5:47:16,44,22
47:26.8,5:47:27,44,22
47:47.9,5:47:48,44,21
47:58.4,5:47:58,44,22
48:08.9,5:48:09,43,22
48:19.5,5:48:19,44,21
48:30.0,5:48:30,43,22
48:40.5,5:48:41,43,22
48:51.1,5:48:51,43,22
49:12.2,5:49:12,43,22
49:22.7,5:49:23,43,22
49:33.2,5:49:33,43,22
49:54.3,5:49:54,43,22
50:04.9,5:50:05,43,22
50:15.4,5:50:15,43,22
50:25.9,5:50:26,43,21
50:36.5,5:50:36,43,22
50:47.0,5:50:47,43,22
50:57.5,5:50:58,43,22
51:08.1,5:51:08,43,21
51:18.6,5:51:19,43,22
51:29.1,5:51:29,43,21
51:39.7,5:51:40,43,21
52:00.8,5:52:01,43,21
52:11.3,5:52:11,43,21
52:21.8,5:52:22,43,21
52:32.4,5:52:32,43,21
52:53.5,5:52:53,43,21
53:04.0,5:53:04,43,21
53:14.5,5:53:15,43,21
53:25.1,5:53:25,44,21
53:35.6,5:53:36,44,21
53:46.1,5:53:46,43,21
53:56.7,5:53:57,43,21
54:07.2,5:54:07,43,21
54:17.8,5:54:18,43,21
54:28.3,5:54:28,43,21
54:38.8,5:54:39,43,21
54:49.4,5:54:49,43,21
54:59.9,5:55:00,43,21
55:10.5,5:55:10,43,21
55:21.0,5:55:21,43,21
55:31.5,5:55:32,43,21
55:52.6,5:55:53,43,21
56:03.2,5:56:03,43,21
56:13.7,5:56:14,43,21
56:24.2,5:56:24,44,21
56:45.3,5:56:45,43,21
56:55.8,5:56:56,44,21
57:06.4,5:57:06,43,21
57:16.9,5:57:17,44,21
57:27.5,5:57:27,43,21
57:38.0,5:57:38,44,21
57:48.5,5:57:49,43,21
57:59.1,5:57:59,44,21
58:09.6,5:58:10,44,21
58:20.2,5:58:20,44,21
58:30.7,5:58:31,44,21
58:51.8,5:58:52,44,21
59:02.3,5:59:02,44,21
59:12.8,5:59:13,44,21
59:23.4,5:59:23,44,21
59:33.9,5:59:34,44,21
59:44.5,5:59:44,44,21
00:05.6,6:00:06,44,21
00:16.1,6:00:16,44,21
00:26.6,6:00:27,44,21
00:37.2,6:00:37,43,21
00:47.7,6:00:48,44,21
00:58.2,6:00:58,43,21
01:19.3,6:01:19,43,21
01:29.9,6:01:30,44,21
01:40.4,6:01:40,43,21
01:50.9,6:01:51,43,21
02:01.5,6:02:01,43,21
02:12.0,6:02:12,43,21
02:33.1,6:02:33,43,21
02:43.6,6:02:44,44,21
02:54.2,6:02:54,43,21
03:04.7,6:03:05,44,21
03:15.2,6:03:15,44,21
03:25.8,6:03:26,44,21
03:46.8,6:03:47,44,21
03:57.4,6:03:57,44,21
04:07.9,6:04:08,44,21
04:18.5,6:04:18,44,21
04:29.0,6:04:29,44,21
04:39.5,6:04:40,44,21
04:50.1,6:04:50,44,21
05:00.6,6:05:01,43,21
05:11.2,6:05:11,44,21
05:21.7,6:05:22,44,21
05:32.2,6:05:32,44,21
05:42.8,6:05:43,44,21
05:53.3,6:05:53,43,21
06:03.9,6:06:04,43,21
06:14.4,6:06:14,43,21
06:24.9,6:06:25,43,21
06:35.5,6:06:35,43,21
06:46.0,6:06:46,43,21
06:56.6,6:06:57,43,21
07:17.6,6:07:18,43,21
07:28.2,6:07:28,43,21
07:38.7,6:07:39,43,21
07:49.2,6:07:49,43,21
08:10.3,6:08:10,43,21
08:20.9,6:08:21,43,21
08:31.4,6:08:31,43,21
08:41.9,6:08:42,43,21
08:52.5,6:08:52,43,21
09:03.0,6:09:03,43,21
09:13.5,6:09:14,43,21
09:24.1,6:09:24,43,21
09:34.6,6:09:35,43,21
09:45.1,6:09:45,43,21
09:55.7,6:09:56,43,21
10:06.2,6:10:06,44,21
10:16.7,6:10:17,43,21
10:27.3,6:10:27,43,21
10:37.8,6:10:38,43,21
10:48.4,6:10:48,43,21
10:58.9,6:10:59,43,21
11:09.4,6:11:09,43,21
11:20.0,6:11:20,44,21
11:30.5,6:11:31,44,21
11:41.1,6:11:41,44,21
11:51.6,6:11:52,44,21
12:02.1,6:12:02,44,21
12:23.2,6:12:23,44,21
12:44.3,6:12:44,44,21
12:54.8,6:12:55,44,21
13:05.4,6:13:05,43,21
13:15.9,6:13:16,43,21
13:26.4,6:13:26,44,21
13:37.0,6:13:37,43,21
13:47.5,6:13:48,43,21
14:08.6,6:14:09,43,21
14:19.1,6:14:19,43,21
14:29.7,6:14:30,43,21
14:40.2,6:14:40,43,21
14:50.8,6:14:51,43,21
15:01.3,6:15:01,43,21
15:11.8,6:15:12,43,21
15:22.4,6:15:22,43,21
15:32.9,6:15:33,43,21
15:43.5,6:15:43,43,21
15:54.0,6:15:54,44,21
16:04.5,6:16:05,43,21
16:15.1,6:16:15,43,21
16:25.6,6:16:26,43,21
16:36.2,6:16:36,43,21
16:46.7,6:16:47,44,21
16:57.2,6:16:57,44,21
17:07.8,6:17:08,43,21
17:18.3,6:17:18,43,21
17:28.8,6:17:29,43,21
17:39.4,6:17:39,43,21
18:00.4,6:18:00,44,21
18:11.0,6:18:11,44,21
18:21.5,6:18:22,44,21
18:32.1,6:18:32,44,21
18:42.6,6:18:43,44,21
18:53.1,6:18:53,44,21
19:03.7,6:19:04,44,21
19:14.2,6:19:14,44,21
19:35.3,6:19:35,44,21
19:45.8,6:19:46,44,21
19:56.4,6:19:56,43,21
20:06.9,6:20:07,44,21
20:17.5,6:20:17,44,21
20:28.0,6:20:28,44,21
20:38.5,6:20:39,44,21
20:49.1,6:20:49,44,21
20:59.6,6:21:00,44,21
21:10.2,6:21:10,44,21
21:20.7,6:21:21,44,21
21:31.2,6:21:31,44,21
21:41.8,6:21:42,44,21
21:52.3,6:21:52,44,21
22:02.9,6:22:03,44,21
22:13.4,6:22:13,44,21
22:34.5,6:22:34,44,21
22:45.0,6:22:45,44,21
22:55.6,6:22:56,44,21
23:06.1,6:23:06,44,21
23:27.2,6:23:27,44,21
23:37.7,6:23:38,44,21
23:48.3,6:23:48,44,21
23:58.8,6:23:59,44,21
24:09.3,6:24:09,44,21
24:19.9,6:24:20,44,21
24:30.4,6:24:30,44,21
24:40.9,6:24:41,44,21
24:51.5,6:24:51,44,21
25:12.6,6:25:13,44,21
25:33.6,6:25:34,44,21
25:44.2,6:25:44,44,21
25:54.7,6:25:55,44,21
26:05.2,6:26:05,44,21
26:15.8,6:26:16,44,21
26:36.9,6:26:37,44,21
26:47.4,6:26:47,44,21
26:57.9,6:26:58,44,21
27:08.5,6:27:08,44,21
27:19.0,6:27:19,44,21
27:29.6,6:27:30,44,21
27:50.6,6:27:51,44,21
28:01.2,6:28:01,44,21
28:11.7,6:28:12,44,21
28:22.2,6:28:22,44,21
28:32.8,6:28:33,44,21
28:43.3,6:28:43,44,21
29:04.4,6:29:04,44,21
29:14.9,6:29:15,44,21
29:25.5,6:29:25,44,21
29:36.0,6:29:36,44,21
29:46.6,6:29:47,44,21
29:57.1,6:29:57,44,21
30:07.6,6:30:08,44,21
30:18.2,6:30:18,44,21
30:28.7,6:30:29,44,21
30:49.8,6:30:50,44,21
31:00.3,6:31:00,44,21
31:10.9,6:31:11,44,21
31:21.4,6:31:21,44,21
31:32.0,6:31:32,44,21
31:42.5,6:31:42,44,21
31:53.0,6:31:53,44,21
32:03.6,6:32:04,44,21
32:14.1,6:32:14,44,21
32:24.7,6:32:25,44,21
32:35.2,6:32:35,44,21
32:45.7,6:32:46,44,21
32:56.3,6:32:56,44,21
33:06.8,6:33:07,44,21
33:17.3,6:33:17,44,21
33:27.9,6:33:28,44,21
33:38.4,6:33:38,44,21
33:49.0,6:33:49,44,21
33:59.5,6:33:59,44,21
34:10.0,6:34:10,44,21
34:20.6,6:34:21,44,21
34:31.1,6:34:31,44,21
34:41.6,6:34:42,44,21
34:52.2,6:34:52,44,21
35:02.7,6:35:03,44,21
35:13.3,6:35:13,44,21
35:23.8,6:35:24,44,21
35:34.3,6:35:34,44,21
35:44.9,6:35:45,44,21
35:55.4,6:35:55,44,21
36:06.0,6:36:06,44,21
36:16.5,6:36:16,44,21
36:27.0,6:36:27,44,21
36:37.6,6:36:38,44,21
36:48.1,6:36:48,44,21
36:58.6,6:36:59,44,21
37:09.2,6:37:09,44,21
37:19.7,6:37:20,44,21
37:40.8,6:37:41,44,21
37:51.3,6:37:51,44,21
38:01.9,6:38:02,44,21
38:12.4,6:38:12,44,21
38:22.9,6:38:23,44,21
38:33.5,6:38:33,44,21
38:44.0,6:38:44,44,21
39:05.1,6:39:05,44,21
39:15.6,6:39:16,44,21
39:26.1,6:39:26,44,21
39:36.7,6:39:37,44,21
39:57.8,6:39:58,44,21
40:08.3,6:40:08,44,21
40:18.8,6:40:19,44,21
40:29.4,6:40:29,44,21
40:39.9,6:40:40,44,21
41:01.0,6:41:01,44,21
41:11.5,6:41:12,44,21
41:22.1,6:41:22,44,21
41:32.6,6:41:33,44,21
41:53.7,6:41:54,44,21
42:04.2,6:42:04,44,21
42:14.7,6:42:15,44,21
42:35.8,6:42:36,44,21
42:46.4,6:42:46,44,21
42:56.9,6:42:57,44,21
43:18.0,6:43:18,44,21
43:28.5,6:43:29,44,21
43:39.0,6:43:39,44,21
43:49.6,6:43:50,44,21
44:00.1,6:44:00,44,21
44:10.7,6:44:11,44,21
44:21.2,6:44:21,44,21
44:42.3,6:44:42,44,21
44:52.8,6:44:53,44,21
45:03.3,6:45:03,44,21
45:24.4,6:45:24,44,21
45:35.0,6:45:35,44,21
45:45.5,6:45:46,44,21
45:56.0,6:45:56,44,21
46:06.6,6:46:07,44,21
46:17.1,6:46:17,44,21
46:27.6,6:46:28,44,21
46:38.2,6:46:38,44,21
46:48.7,6:46:49,44,21
46:59.3,6:46:59,44,21
47:09.8,6:47:10,44,21
47:20.3,6:47:20,44,21
47:41.4,6:47:41,44,21
47:52.0,6:47:52,44,21
48:02.5,6:48:03,44,21
48:13.0,6:48:13,44,21
48:23.6,6:48:24,44,21
48:34.1,6:48:34,44,21
48:55.2,6:48:55,44,21
49:05.7,6:49:06,44,21
49:16.3,6:49:16,44,21
49:26.8,6:49:27,44,21
49:37.4,6:49:37,44,21
49:47.9,6:49:48,44,21
49:58.4,6:49:58,44,21
50:09.0,6:50:09,44,21
50:19.5,6:50:20,44,21
50:30.1,6:50:30,44,21
50:40.6,6:50:41,44,21
50:51.1,6:50:51,44,21
51:01.7,6:51:02,44,21
51:12.2,6:51:12,44,21
51:22.8,6:51:23,44,21
51:33.3,6:51:33,44,21
51:43.8,6:51:44,44,21
51:54.4,6:51:54,44,21
52:04.9,6:52:05,44,21
52:15.5,6:52:15,44,21
52:26.0,6:52:26,44,21
52:36.5,6:52:37,44,21
52:57.6,6:52:58,44,21
53:08.1,6:53:08,44,21
53:18.7,6:53:19,44,21
53:29.2,6:53:29,44,21
53:39.8,6:53:40,44,21
53:50.3,6:53:50,44,21
54:00.8,6:54:01,44,21
54:11.4,6:54:11,44,21
54:21.9,6:54:22,44,21
54:32.4,6:54:32,44,21
54:43.0,6:54:43,44,21
54:53.5,6:54:54,44,21
55:04.1,6:55:04,44,21
55:14.6,6:55:15,44,21
55:25.1,6:55:25,44,21
55:35.7,6:55:36,44,21
55:46.2,6:55:46,44,21
55:56.7,6:55:57,44,21
56:07.3,6:56:07,44,21
56:17.8,6:56:18,44,21
56:28.3,6:56:28,44,21
56:38.9,6:56:39,44,21
56:49.4,6:56:49,44,21
57:00.0,6:57:00,44,21
57:10.5,6:57:11,44,21
57:21.0,6:57:21,44,21
57:31.6,6:57:32,44,21
57:42.1,6:57:42,44,21
57:52.7,6:57:53,44,21
58:03.2,6:58:03,44,21
58:13.7,6:58:14,44,21
58:24.3,6:58:24,44,21
58:34.8,6:58:35,44,21
58:45.4,6:58:45,44,21
58:55.9,6:58:56,44,21
59:17.0,6:59:17,44,21
59:38.1,6:59:38,44,21
59:48.6,6:59:49,44,21
59:59.1,6:59:59,44,21
00:09.7,7:00:10,44,21
00:20.2,7:00:20,44,21
00:30.8,7:00:31,44,21
00:41.3,7:00:41,44,21
00:51.8,7:00:52,44,21
01:02.4,7:01:02,44,21
01:12.9,7:01:13,44,21
01:23.4,7:01:23,44,21
01:44.5,7:01:45,44,21
02:26.7,7:02:27,44,21
02:37.2,7:02:37,44,21
02:47.7,7:02:48,44,21
02:58.3,7:02:58,44,21
03:08.8,7:03:09,44,21
03:19.3,7:03:19,44,21
03:29.9,7:03:30,44,21
03:40.4,7:03:40,44,21
03:51.0,7:03:51,44,21
04:01.5,7:04:02,44,21
04:12.0,7:04:12,44,21
04:22.6,7:04:23,44,21
04:33.1,7:04:33,44,21
04:43.7,7:04:44,44,21
04:54.2,7:04:54,44,21
05:04.7,7:05:05,44,21
05:15.3,7:05:15,44,21
05:25.8,7:05:26,44,21
05:36.4,7:05:36,44,21
05:46.9,7:05:47,44,21
05:57.4,7:05:57,44,21
06:08.0,7:06:08,44,21
06:18.5,7:06:19,44,21
06:29.1,7:06:29,44,21
06:39.6,7:06:40,44,21
07:00.7,7:07:01,44,21
07:21.7,7:07:22,44,21
07:32.3,7:07:32,44,21
07:42.8,7:07:43,44,21
08:03.9,7:08:04,44,21
08:14.4,7:08:14,44,21
08:25.0,7:08:25,44,21
08:35.5,7:08:36,44,21
08:46.0,7:08:46,44,21
08:56.6,7:08:57,44,21
09:07.1,7:09:07,44,21
09:17.7,7:09:18,44,21
09:38.7,7:09:39,44,21
09:49.3,7:09:49,44,21
10:10.3,7:10:10,44,21
10:20.9,7:10:21,44,21
10:31.4,7:10:31,44,21
10:42.0,7:10:42,44,21
11:03.0,7:11:03,44,21
11:13.6,7:11:14,44,21
11:24.1,7:11:24,44,21
11:34.6,7:11:35,44,21
11:45.2,7:11:45,44,21
12:16.8,7:12:17,44,21
12:27.3,7:12:27,44,21
12:37.9,7:12:38,44,21
12:48.4,7:12:48,44,21
12:59.0,7:12:59,44,21
13:20.0,7:13:20,44,21
13:30.6,7:13:31,44,21
13:41.1,7:13:41,44,21
13:51.6,7:13:52,44,21
14:02.2,7:14:02,44,21
14:12.7,7:14:13,44,21
14:23.3,7:14:23,44,21
14:33.8,7:14:34,44,21
14:44.3,7:14:44,44,21
14:54.9,7:14:55,44,21
15:15.9,7:15:16,44,21
15:26.5,7:15:26,44,21
15:37.0,7:15:37,44,21
15:47.6,7:15:48,44,21
15:58.1,7:15:58,44,21
16:08.6,7:16:09,44,21
16:19.2,7:16:19,44,21
16:29.7,7:16:30,44,21
16:40.3,7:16:40,44,21
16:50.8,7:16:51,44,21
17:01.3,7:17:01,44,21
17:11.9,7:17:12,44,21
17:22.4,7:17:22,44,21
17:43.5,7:17:44,44,21
17:54.0,7:17:54,44,21
18:04.6,7:18:05,44,21
18:15.1,7:18:15,44,21
18:25.7,7:18:26,44,21
18:36.2,7:18:36,44,21
18:46.7,7:18:47,44,21
18:57.3,7:18:57,44,21
19:07.8,7:19:08,44,21
19:18.4,7:19:18,44,21
19:28.9,7:19:29,44,21
19:39.4,7:19:39,44,21
19:50.0,7:19:50,44,21
20:00.5,7:20:01,44,21
20:11.1,7:20:11,44,21
20:21.6,7:20:22,44,21
20:32.1,7:20:32,44,21
20:42.7,7:20:43,44,21
20:53.2,7:20:53,44,21
21:03.8,7:21:04,44,21
21:14.3,7:21:14,44,21
21:24.8,7:21:25,44,21
21:35.4,7:21:35,44,21
21:45.9,7:21:46,44,21
21:56.4,7:21:56,44,21
22:07.0,7:22:07,44,21
22:17.5,7:22:18,44,21
22:28.1,7:22:28,44,21
22:38.6,7:22:39,44,21
22:49.2,7:22:49,45,21
22:59.7,7:23:00,44,21
23:10.2,7:23:10,44,21
23:31.3,7:23:31,44,21
23:41.8,7:23:42,44,21
23:52.4,7:23:52,44,21
24:02.9,7:24:03,44,21
24:13.5,7:24:13,44,21
24:24.0,7:24:24,44,21
24:34.5,7:24:35,44,21
24:45.1,7:24:45,44,21
24:55.6,7:24:56,44,21
25:06.2,7:25:06,44,21
25:16.7,7:25:17,44,21
25:27.2,7:25:27,44,21
25:37.8,7:25:38,44,21
25:48.3,7:25:48,44,21
25:58.9,7:25:59,44,21
26:09.4,7:26:09,44,21
26:19.9,7:26:20,44,21
26:30.5,7:26:30,44,21
26:41.0,7:26:41,44,21
26:51.6,7:26:52,44,21
27:02.1,7:27:02,44,21
27:12.6,7:27:13,44,21
27:23.2,7:27:23,44,21
27:33.7,7:27:34,44,21
27:44.3,7:27:44,44,21
27:54.8,7:27:55,44,21
28:05.4,7:28:05,44,21
28:15.9,7:28:16,44,21
28:26.4,7:28:26,44,21
28:37.0,7:28:37,44,21
28:47.5,7:28:48,44,21
28:58.0,7:28:58,44,21
29:08.6,7:29:09,44,21
29:19.1,7:29:19,44,21
29:29.7,7:29:30,44,21
29:40.2,7:29:40,44,21
30:01.3,7:30:01,44,21
30:11.8,7:30:12,45,21
30:22.3,7:30:22,45,21
30:32.9,7:30:33,45,21
30:43.4,7:30:43,44,21
30:54.0,7:30:54,45,21
31:04.5,7:31:05,45,21
31:15.0,7:31:15,45,21
31:25.6,7:31:26,45,21
31:36.1,7:31:36,45,21
32:07.7,7:32:08,45,21
32:18.3,7:32:18,44,21
32:28.8,7:32:29,44,21
32:39.3,7:32:39,45,21
32:49.9,7:32:50,45,21
33:00.4,7:33:00,45,21
33:11.0,7:33:11,45,21
33:21.5,7:33:22,45,21
33:32.0,7:33:32,45,21
33:53.1,7:33:53,45,21
34:03.7,7:34:04,45,21
34:14.2,7:34:14,45,21
34:35.3,7:34:35,45,21
34:45.8,7:34:46,45,21
34:56.3,7:34:56,45,21
35:17.4,7:35:17,45,21
35:28.0,7:35:28,45,21
35:38.5,7:35:39,45,21
35:49.0,7:35:49,45,21
35:59.6,7:36:00,45,21
36:10.1,7:36:10,45,21
36:31.2,7:36:31,45,21
36:41.7,7:36:42,45,21
36:52.3,7:36:52,45,21
37:02.8,7:37:03,45,21
37:13.3,7:37:13,45,21
37:23.9,7:37:24,45,21
37:45.0,7:37:45,45,21
37:55.5,7:37:56,45,21
38:06.0,7:38:06,45,21
38:16.6,7:38:17,45,21
38:27.1,7:38:27,45,21
38:37.6,7:38:38,45,21
38:48.2,7:38:48,45,21
38:58.7,7:38:59,45,21
39:19.8,7:39:20,45,21
39:30.3,7:39:30,45,21
39:40.9,7:39:41,45,21
39:51.4,7:39:51,45,21
40:01.9,7:40:02,45,21
40:12.5,7:40:12,45,21
40:23.0,7:40:23,45,21
40:33.6,7:40:34,45,21
40:44.1,7:40:44,45,21
40:54.6,7:40:55,45,21
41:05.2,7:41:05,45,21
41:15.7,7:41:16,45,21
41:26.3,7:41:26,45,21
41:36.8,7:41:37,45,21
41:47.3,7:41:47,45,21
41:57.9,7:41:58,45,21
42:08.4,7:42:08,45,21
42:18.9,7:42:19,45,21
42:29.5,7:42:29,45,21
42:40.0,7:42:40,45,21
43:01.1,7:43:01,45,21
43:11.6,7:43:12,45,21
43:22.2,7:43:22,45,21
43:32.7,7:43:33,45,21
43:43.2,7:43:43,45,21
43:53.8,7:43:54,45,21
44:04.3,7:44:04,45,21
44:25.4,7:44:25,45,21
44:35.9,7:44:36,45,21
44:46.5,7:44:46,45,21
44:57.0,7:44:57,45,21
45:07.6,7:45:08,45,21
45:18.1,7:45:18,45,21
45:28.6,7:45:29,45,21
45:39.2,7:45:39,45,21
45:49.7,7:45:50,45,21
46:00.2,7:46:00,45,21
46:21.3,7:46:21,45,21
46:31.8,7:46:32,45,21
46:42.4,7:46:42,45,21
46:52.9,7:46:53,45,21
47:03.5,7:47:03,45,21
47:14.0,7:47:14,45,21
47:24.5,7:47:25,45,21
47:35.1,7:47:35,45,21
47:45.6,7:47:46,45,21
47:56.1,7:47:56,45,21
48:06.7,7:48:07,45,21
48:17.2,7:48:17,45,21
48:27.8,7:48:28,45,21
48:38.3,7:48:38,45,21
48:48.8,7:48:49,45,21
48:59.4,7:48:59,45,21
49:09.9,7:49:10,45,21
49:20.5,7:49:20,45,21
49:31.0,7:49:31,45,21
49:41.5,7:49:42,45,21
49:52.1,7:49:52,45,21
50:02.6,7:50:03,45,21
